Action de formation,Libellé AF (Fr)
50130479,LA GESTION DES COMPETENCES
50130482,SST RECYCLAGE MONITEUR
50130486,GEN - SYSTÈME INFO INDUSTRIEL
50130602,MISE A JOUR DE LA FORMATION ADR1.3
50130620,MS-ELEAR.SAP SUPPLY-Contrat-Saisie accor
50130854,FONDAM.TELEV : PROSP. ET DEVELO.CLIENT
50130869,ELEAR.SAP SUP - Contrats SPOT -
50130961,E-LEARNING LYNC 2010
50131135,METALLURGIE DU SOUDAGE
50131140,GEN - GESTION DES EMOTIONS
50131167,SCIRIUS
50131240,GEN - GENERALITES HSEQ ET SENSIBILIS
50131246,AUTORISATION DE TRAVAIL
50131444,DOUANE - INITIATION
50131446,DEFAUTS API RP579
50131535,GEN - EVENEMENT/REL. PUBLIQUES
50131575,MOD4-MODES DE DEGRADATION
50131577,CONTRÔLE NON DESTRUCTIF
50131946,RENOUV CONSEILLER SEC ADR
50131949,FORMATION CHSCT SUR SITE
50131962,APPAREILS A PRESSION
50131964,HABILIT BT NON ELECTRICIEN
50131966,PREPARATION HABILITATION ELECTRIQUE
50131968,CONDUCTEUR CHARIOT CLARK DEBUT
50131970,GESIP-RAFF CHIMIE 2/RC2
50131972,LEGISL INSTALLATIONS CLASSEES
50131974,PORT ARI-APPAR RESPIR ISOLANT
50132001,ADDITIFS ET EMULSIONS
50132026,RISQUE CHIMIQUE NIVEAU 1
50132213,ADR - REGLEMENTATION
50132380,RECYCLAGE SST
50132382,PRODUITS PETROLIERS
50132384,SECURITE LIEE AUX TRAVAUX
50132386,GESTION BUDGETAIRE&FINANCIERE
50132388,TRANS COMPETENCES EN EQUIPE
50132390,MANAGEMENT ISSSRS-TOTAL J1
50132392,RECY HABILITATION ELECTRIQUE
50132394,MANAGEMENT DE PROJETS
50132396,RELATIONS INTERPERSONNELLES - TMP
50132398,COHESION D EQUIPE - TMP2
50132400,ANTI  ANALYS TRAIT CONFLIT QUO
50132402,GESTES ET POSTURES
50132404,BASES DU MANAGEMENT
50132406,HABILITATION CONSIGNATION BT
50132408,RENOUV CONSEILLER SEC QCM
50132410,TRAVAILLER EN EQUIP SUR PROJET
50132412,RECYCLAGE ISSSRS
50132414,OPTIMISER LE TRAVAIL EN EQUIPE
50132416,INSTRUMENT SPECTROMETRIE
50132418,DEVELOPPER SON POTENTIEL
50132420,LES BASES DES RELATIONS INTERPERSONNELLE
50132422,ECHAFAUDAGES CONFORMITE
50132424,CARRIERE AU FEMININ
50132426,REGLEMENT. ATEX - THEORIE & PRATIQUE
50132428,GAGNER EN LEADERSHIP
50132430,MISSION EN PAYS A RISQUE
50132432,ECRIRE POUR LE WEB
50132434,GERER SON TEMPS SES PRIORITES
50132436,COMMUNIQUER ET CONVAINCRE
50132438,VERIFICATION HARNAIS SECURITE
50132440,REDIGER UNE FDS ETENDUE
50132442,TRAV EFF EN CONTEXTE MULTICULT
50132444,TOXICOLOGIE ET ECOTOXICOLOGIE
50132446,SENSIBIL CONTROLE INTERNE
50132448,BOOSTEZ VOTRE NIVEAU LANGUE
50132450,PROGRESSEZ SUR VOS BASES
50132452,GEN - COURS TUTORES PAR TELEPHONE
50132454,GEN - DISTANCIEL EN AUTONOMIE
50132456,HSE FOR MANAGERS
50132458,MARCHES SUPPLY PDTS PETROLIERS
50132460,FACILITATEUR CREATIVITE - MOD2
50132462,LEADERSHIP EXCELLENCE  PROG1
50132464,GEN - REGLEMENTATION TRANSPORT
50132466,DECRYPTER GEOPOLITIQUE
50132468,PROP. INTELLEC.  INNOVATION
50132470,FLUIDES SPECIAUX MODULE 2
50132472,CULTIVEZ L’INNOVATION AU QUOTIDIEN
50132517,ELEA.SUPPL- Contrats-Sais.contrat lon
50132627,ELEA-SAP-SUPP- Sensibili.Transcript.
50132642,ELEA-SAP SUPP-PRICING -Sensibilisatio
50132649,GEN PORTUGAIS E-LEARNING
50132702,ELEA-SAP SUPP-FORMULE DE PRIX
50132704,ELEA-SAP SUPP-PRICING-Sensibil. Cycle
50133278,HABILITATION ELECTRICIEN BT
50133350,GEN - TRAITEMENT IMAGE
50133430,
50133440,GEN EXCEL
50133443,
50133445,GEN WORD
50133470,GESTION DOCUMENTAIRE WEB
50133690,TECHNIQUES FROID ET CLIM
50133880,GEN - ROUTEURS
50133883,GEN - WORD
50133895,GEN - AUDITS SMI
50133952,GEN - GESTES ET POSTURES
50133961,SAUVETAGE SECOURISTE TRAVAIL
50134164,SOUDAGE ARC ELEC PROCEDE MANUE
50134167,METHODOLOGIE ANALYSE RISQUES
50134410,SHAREPOINT 2013
50134893,TRAV EFF EN CONTEXTE MULTICULT
50135038,PHOTOSHOP AO
50135234,GEN - BUSINESS OBJECTS
50135236,GEN - DROIT DU TRAVAIL
50135704,GESTION DES RISQUES TECHNOLOGIQUES
50135772,T-MORE
50135857,GEN - SENSIBILISATION HANDICAP
50135946,GEN - POWERPOINT
50136264,SENSIBILIS SURETE MALVEILLANCE
50136413,GEN - COMM. ORALE PERFECTION.
50136422,GEN - EXCEL
50136977,METEOCEAN AWARENESS COURSE
50137053,GEN - RECHERCHE ANALYSE
50137510,GEN - RECRUTEMENT ET EMPLOI
50137514,GEN - ACROBAT
50137586,GEN - POWERPOINT
50137656,GEN - TECHNIQUE RC
50137783,GENERIQUE - SUPPORT
50137801,ACHATS SAP054 POUR PRESCRIPTEURS
50137804,GEN - FONDAMENTAUX VOIX
50137811,DONNEES ET FLUX ACHATS DANS OPTIMA
50137813,GEN - AUTRES APP INFORMATIQUES
50137999,ÉLECTRICITÉ BA4
50138024,SOURCE ROCK TRAINING 1
50138027,GEN - DEVELOPPEMENT DURABLE ET SOCIETAL
50138101,BA5 formation de base
50138106,ETANCHEITE GARNITURES
50138108,Formation conseiller en prévention
50138111,ARBRE DES CAUSES
50138115,Inspecteurs d'échafaudage compétents
50138120,VCA POUR DES CADRES
50138727,GEN - EXCEL
50138847,GEN - CONDUITE DE REUNION
50139470,DOUANE - INITIATION
50139595,UNISUP - C1 Gestão de Dados Mestre
50139643,MS OP. Mod. I BASICS OF PHYSICS
50139654,UNISUP C2A Compras Descentralizadas
50139656,UNISUP C14 Contabilidade JVA (+ m data)
50139756,T-BOP-WELL
50139761,UNISUP C2B Compras Centralizadas de Serv
50139767,UNISUP C2C Compras de Bens
50139769,UNISUP C2D Gestão de Stocks
50139774,UNISUP C3A Gestão de Recepção
50139804,UNISUP C4 Gestão da Logística Mar
50139812,UNISUP C7 Controle de Gestão
50139815,UNISUP C8 Contabilidade de Fornecedores
50139820,"UNISUP C9A Pagamentos, Gestão de Livro d"
50139830,MS OP. MOD. II INSTR. PRCTRL STAT. EQUIP
50139843,MS OP: MOD. III ROTATING EQUIP & DRIVERS
50139926,"UNISUP C9B Reconciliação, Diferenças de"
50139983,UNISUP C10A Facturas vendas de bruto
50139987,UNISUP C10B Gestão das OF
50139990,UNISUP C10C Contabilidade de Clientes
50140004,MS OP: MOD. IV PROD. FUNDAMENTALS
50140006,MS OP. MOD V PRD OP JOB DUTIES & OP PROC
50140009,Multiskills Op: Preparação prática (OJT)
50140051,Multiskills Op: Site Management&Coaching
50140054,Multiskills Op -Site Management&Coaching
50140110,UNISUP C10D Contabilização de Salários
50140113,UNISUP C11 Gestão do Imobilizado (+ mast
50140124,UNISUP C12 Gestão Dos CATS
50140151,UNISUP C13 Gestão do Orçamento
50140155,OUTLOOK  AO
50140163,Oil Spill Clearance IMO3
50140753,GEN - OUTILS DOCUMENTAIRES
50140767,GEN - GESTION DE CONFLIT
50140895,GEN - AUTRES IMMERSIONS
50141001,CORROSION IND CONTROLE & PREVENTION
50141013,GEN - RECRUTEMENT ET EMPLOI
50141017,GEN - EXCEL
50141089,GEN -SENSIBILISATION CREA/INNO
50141498,ODAS POUR LES GARANTS
50141586,GR - E-LEARNING PURCHASING@TOTAL
50141702,GEN - AUTRES LOGICIELS BUREAUTIQUE
50141704,GEN - WORD
50141716,FORMATION CARISTE
50141723,INFO POI
50141819,DIALOGUE ET PROXIMITE- RC
50141909,PREV INTERV SECURITE/INCENDIE
50141962,RESEAUX - SYNTHESE TECHNIQUE
50142005,GEN - TECHNIQUE RC
50142007,GEN - TECHNIQUE RC
50142206,CHROMATOGRAPHIE PHASE GAZEUSE
50142208,SPECTROPHOTOMETRIE IR
50142210,APPAREILS A PRESSION
50142362,HELICOPTER UNDERWATER ESCAPE
50142364,BASIC OFFSHORE SAFETY INDUCTIO
50142390,GENERIQUE - TECHNIQUES
50142563,BASIC OFFSHORE SAFETY INDUCTIO
50142668,SENSIBILISATION GIS
50142756,UNISUP PM01 - Basic Navigation
50142760,UNISUP PM03 Maintenance Master Data - Ov
50142764,UNISUP PM06 Notification Processing
50142766,UNISUP PM07 Work Order - Overview
50142769,UNISUP PM08 Work Order - Internal Labor
50142771,UNISUP PM09 Work Order - External Servic
50142773,UNISUP PM11 Work Order - WO Completion a
50142850,UNISUP PM12 Material Follow - Up
50142852,UNISUP PM13 Reporting and Analyses
50142857,GENERIQUE EXTERNES - HSE
50143006,RESEAUX TCP/IP
50143627,GEN - MANAG. EXERCICES CRISE
50143640,GEN - ADMINISTRATION WINDOWS
50144152,VISCOSITE ET CARACTERISTIQUES DES HUILES
50144354,RC1/RC2 POUR FMCO
50144370,TRANSP AERIEN MARCH DANGEREUSE
50144497,STRESS POST-TRAUMATIQUE
50144524,EXP CONDUITE CHAUDIERES
50144626,STATUT OPERAT ECONOMIQUE AGREE
50144628,SPLIT 4
50144630,SEC DANS ACTIVITES LABORATOIRE
50144638,LES ENJEUX DE LA NORMALISATION
50144640,GENERIQUE - LOGICIELS SPECIFIQUES
50144843,EP-E-LEARNING SYSTEME ESD - EDP
50144847,E-LEARNING SENSIB RESPECT ENV A EP
50144850,EP - E-LEARNING SYSTEME FEU ET GAZ
50144877,RAMSES NIV. CLE PRESENTIEL
50145031,FORMATION GENERALE CHSCT
50145306,CORROSION DANS UNITES D'HYDROPROCESSING
50146006,CONDUITE DE CHAUDIERE-SYST SEC
50146831,OPERATIONS DEPOT AVIATION
50146983,GEN - GENERALITES HSEQ ET SENSIBILIS
50147010,RISQUE CHIMIQUE NIVEAU 1
50147012,GEN-TRAVAUX ET MAINTENANCE
50147406,GEN - RISQUES CHIMIQUES
50147524,INIT MESURE REGULATION OPERAT
50148228,GEN - SYSTEMES MANAGEMENT HSEQ
50149030,ADR 1.3 MODULE ENCADREMENT RESPONSABILIT
50149037,ADR 1.3 MODULE SPECIFIQUE COLIS
50149039,ADR 1.3 MODULE SPECIFIQUE CITERNE
50149043,SENSIBILISATION MAINTENANCE BRULEURS
50149047,EXPLOIT RESEAUX ELECTR MOD A
50149361,GEN - SENSIBILISATIONS HSEQ
50149388,LUTTE CONTRE LES POLLUTIONS IMO NIVEAU 2
50149582,PSE 2 - EQUIPIER PREMIER SECOUR NIVEAU 2
50150115,HYGIENE INDUSTRIELLE ET SANTE
50150260,REGULATION INDUSTRIELLE INGEN
50150291,PSE 2 - EQUIPIER PREMIER SECOUR NIVEAU 2
50150294,INITIATION SECURITE
50150319,CONDUCTEUR PONT ROULANT
50150757,ANALYSE MULTIDIMENSIONNELLES
50151419,RECYCLAGE HABILITATION HO/BO
50151429,REGLEMENT. ATEX - THEORIE & PRATIQUE
50151531,BUREAU ETUDE EN INSTRUMEN
50151619,GEN - FORMULATION
50151683,E-LEARNING -ENGAGEMENT SOCIETAL EP
50151881,DETECTION DES GAZ
50151902,GEN - RELATION AUX AUTRES
50151928,INTRODUCTION A PETROVR
50151984,INSTALLATION ELECTRIQUE HAUTE
50152061,TUYAU STATION
50152781,REV COMPRESSEURS ALTERNATIFS
50152912,GEN - COMM. ECRITE PERFECTION.
50153063,ETANCHEITE GARNITURES
50153065,GEN - RETRAITE PREVOYANCE PROTEC SOC
50154094,GEN - SENSIBILISATIONS HSEQ
50154227,GEN - COMMUNICATION DE CRISE
50154234,MATERIEL DE TELEJAUGEAGE ENRAF
50154261,WOLF-ATFA Camions
50154425,WOLF - SUPERVISION CAMIONS
50154501,WOLF- ATFA Wamp
50154507,WOLF- Supervision WAMP
50154520,EXP CONDUITE CHAUDIERES
50154550,E-LEARNING - CBT00 - SYSTEM00 GEN
50154884,UNITES MEROX ET KEROX
50156087,GEN - SOLS POLLUES
50156136,GEN - ELECTRICITE AUTRE
50156198,PHAST ADVANCED MODELLING
50156360,GEN - GESTION DU TEMPS
50156414,MAINTENANCE ETANCHEITES
50156416,REVISION POMPES CENTRIFUGES
50156418,GEOMECANIQUE 2 : INTEGRITE DU SOUS-SOL
50156442,GEN - EXCEL
50156714,GEN - ANTIPOLLUTION
50156822,Maintenance protection respiratoire base
50156975,GEN - PAIE CHARGES SOCIALES
50156978,GEN - GESTION DU STRESS
50156980,SIEMENS CHROMATOGRAPHE MAXUMII
50156982,CORIOLISMETERS EMERSON
50156984,EVAC HAUT ESPACE CONFINE
50157074,GESTION APPELS SENSIBLES
50157162,PORT ARI
50157176,GEN - FISCALITE
50157178,TRANSPORT MATIERES DANGEREUSES
50157180,MEDIA-TRAINING
50157183,MOD4-MODES DE DEGRADATION
50157186,TVA INTRACOMMUNAUTAIRE
50157188,REGULATION
50157190,GEN - WORD
50157192,GEN - MANAG. EXERCICES CRISE
50157237,RC-SNCC CONDUITE
50157239,RC-SNCC BASES
50157298,Formation pratique ADR (interne)
50157330,DETECTION DES GAZ
50157339,SWAGELOK INSTALLATION ET ASSEMBLEE
50157345,REGLEMENT. ATEX - THEORIE & PRATIQUE
50157348,PED PRESSURE EQUIPEMENT DIRECTIVE
50157375,LIMS
50157378,Rayonnement ionisant
50157500,FORMATION OP EXT POLYSTYRENE
50157503,Gestion des déchets
50157506,Le montage et le démontage des roulement
50157509,MANIPULATION EXTINCTEURS
50157511,UTILIS ET VERIF ECHAFAUDAGES
50157513,Détection de gaz
50157516,SAP PM CRÉATION DES AVIS
50157518,SOMR
50157520,GEN - ENVIRONNEMENT - ANTIPOLLUTION
50157523,GEN - TECHNIQUE RC
50157775,HYGIENE INDUSTRIELLE ET SANTE
50157785,MATERIELS - EQUIPEMENTS
50157788,MAITRISEZ LA METHODE HAZOP
50157790,ESPACES CONFINES MOD 1
50158027,SECOURISME
50158033,REYCLAGE CARISTE
50158264,INITIATION ACHATS M&S
50158266,INITIATION ACHATS M&S
50158285,ELEARNING PREV.CORRUPT S2
50158955,GEN - ELECTRICITE AUTRE
50158972,GEN-TRAVAUX ET MAINTENANCE
50159004,RISQUE ET PREVENTION - AMIANTE
50159026,GEN - INSTRUMENTATION SECURITE
50159130,SENSIBILISATION PROPRIETE INTELLECTUELLE
50159176,GEN - GENERALITE COMMUNICATION
50159178,GEN - AFFIRMATION DE SOI
50159182,GEN - CHSCT
50159262,PROD PETROLIERS ET STOCK AGE
50159360,E-ELEARNING-CONSCIENCE CONFORMITE
50159515,GR FROID - SPECIFIQUE VAPO
50159520,GR FROID - SPECIFIQUE PEL
50159523,GR FROID - SPECIFIQUE BCU
50159728,GR FROID - SPECIFIQUE STYRENE
50159734,GR FROID - SPECIFIQUE PP
50159903,GR FROID - SPECIFIQUE STYRENE
50159906,GR FROID - SPECIFIQUE PP
50159908,GR FROID - SPECIFIQUE VAPO
50159911,GR FROID - SPECIFIQUE PEL
50159913,GR FROID - SPECIFIQUE BCU
50160092,PRATIQUE INSTRUMENTATION
50160352,GEN - ACHATS FONDAMENTAUX
50160354,GEN - DECHETS
50160356,GEN - GENERALITES HSEQ ET SENSIBILIS
50160358,GEN - RISQUES PSYCHO-SOCIAUX
50160360,GEN - TRANSPORT ET LOGISTIQUE
50160364,GENE - APPAREILS LABO
50160681,FORMATION CARISTE
50160689,METROLOGIE LEGALE EN COMPTAGE
50161052,PROGRAMME INTEGRITE
50161054,PROGRAMME INTEGRITE
50161058,DONNEES ET FLUX ACHATS DANS OPTIMA
50161206,GEN - TECHNIQUE RC
50162160,GEN - ELECTROCHIMIE
50162172,CONDUCTEUR CHARIOT CLARK DEBUT
50162303,LECTURE - COMP EXIGENCES NORME
50162348,GEN - FISCALITE
50162451,FORMATION CEFOCHIM PP/PE
50162470,RESPONSABILITE LIGNE HIERARCHIQUE
50162500,CONTROLE DES PERTES
50162503,SMQ/GMP/SME
50162623,GEN - DROIT DU TRAVAIL
50163002,GEN - DECHETS
50163182,GEN - FACTEURS HUMAINS ORGA.
50164038,GEN - SANTE RISQUES PSYCHO-SOC
50164203,GEN - LEADERSHIP - CONFIRME
50164213,SECU POUR CP
50164738,Vannes générales
50164964,GEN - TECHNIQUE RC
50164983,SECURITE OPER DE STOCK
50165674,METALLURGIE DU SOUDAGE A2
50165729,GEN - ATEX
50165731,GEN - DROIT PUBLIC
50165770,BEING SUCCESSFUL IN CEMENTING
50167248,HABILITATION ELECTRICIEN BT
50167250,RECY HABILITATION ELECTRIQUE
50167489,GEN - RISQUES AU POSTE TRAVAIL
50167627,GEN - AUTRES LOGICIELS BUREAUTIQUE
50167650,Coaching: Desenvolvim.Pessoal Avançado
50167664,GEN - MANAG. EXERCICES CRISE
50168679,GEN - SECURITE TRAVAUX
50168753,GEN - EMISSION AIR EAU
50168811,M PLACE SYST ENVIRONNEMENT ISO
50168942,GEN - FORMULATION
50169052,ANTI CORROSION PEINTURES INDUS
50169378,RECYCLAGE PORT APPAREILS  ARI
50170237,GEN - AUTRES LOGICIELS BUREAUTIQUE
50170921,GEN - ANALYSE DES COUTS
50171559,GEN - ESSBASE
50171637,TECHNICIEN LAB MOD1 : C-A-R
50171841,INITIATION ACHATS M&S
50171886,TECHNICIEN LAB MOD2 : EQUIPMT-SS-PRESS
50171936,TECHNICIEN LAB MOD 3 : EQUIPEMT SS PRESS
50171938,TECHNICIEN LABO MOD4 : HABILITATION B0
50171940,TECHNICIEN LABO MOD5 APPAREILS IONISANTS
50172058,GEN - DROIT MARITIME
50172418,GEN - WORD
50172524,Auditeur interne
50172875,GEOCHIMIE MINERALE
50174483,GEN - INSTRUMENTATION SECURITE
50174695,GENERIQUE - ANALYSE LABO
50174723,SECURITE DU TRAVAIL EN HAUTEUR
50174808,GENE - GEOLOGIE LOGICIELS
50174810,GENERIQUE GEOINFORMATION
50175191, GEOMODELISATION SISMAGE AVANCE
50175226,INTEL EMOTION EFF PERSO
50175287,BASES POMPES
50175389,MUD SCHOOL FORAGE
50175721,CREDO UTILISATEURS
50176021,BASIC OFFSHORE SAFETY INDUCTIO
50176776,RECYCLAGE SST
50176778,PREV INTERV SECURITE/INCENDIE
50176780,SAUVETAGE SECOURISTE TRAVAIL
50176782,RECYCLAGE AUX PREMIERS SECOURS
50176784,BILAN DE COMPETENCES
50176786,RECY HABILITATION ELECTRIQUE
50176788,ACTUALISATION RETRAITE
50176790,EVALUAT DES POSTES PRATIQ HAY
50176792,RESEAUX TCP/IP
50176794,LA LUTTE ANTIBLANCHIMENT
50176796,TRANSPORT MATIERES DANGEREUSES
50176798,FONCTION CONFORMITE
50176800,ETABLIR CARTOGRAPHIE RISQUES
50176802,METHODOLOGIE GESTION PROJET
50176804,ITIL V3 SERVICE MANAGER BRIDGE
50176806,FORMATION ADA MANAGER
50176808,CISCO  LAN FONDAMENTAL
50176810,RECYCLAGE CHSCT SEVESO
50176812,MARKETING DE SOI AU FEMININ
50176814,TVA COMPTABILITES CLIENT
50176816,GENERAL MANAGEMENT PROGRAM
50176818,GEN - DYNAMIQUE DE CARRIERE
50176820,ACHATS DURABLES
50176822,GEN - INTEGRATION METIER COMM
50176824,GEN - EVENEMENT/REL. PUBLIQUES
50176826,GEN - PROCES. DEMARCHE PROGRES
50176828,GEN - SURETE DES PERSONNES
50176830,GEN - OUTILS DOCUMENTAIRES
50176832,GEN - IMMOBILIER
50176834,BASES ELECTRICITE
50176836,HELICOPTER UNDERWATER ESCAPE
50176838,TECHNIQUES EXPLORATION PRODUC
50176840,GEN - CONDUITE DE PROJET
50176842,GEN - CONDUITE DU CHANGEMENT
50176844,GEN - MANAG. D'EQUIPE FONDAME.
50176846,GEN - MANAG. D'EQUIPE PERFECT.
50176848,GEN - DELEGATION
50176850,GEN - MANAG. CAS PARTICULIERS
50176852,GEN - LEADERSHIP - JUNIOR
50176854,GEN - AFFIRMATION DE SOI
50176856,GEN - GESTION DU STRESS
50176858,GEN - GESTION DES EMOTIONS
50176860,GEN - FORMATIONS DIPLOM QUALIF CERTIF
50176862,GEN - EFFICACITE PROFESSIONN.
50176864,GEN - ASSISTANAT / SECRETARIAT
50176866,PREPARATION AU DEPART A LA RETRAITE
50176868,GEN - COMM. ORALE PERFECTION.
50176870,GEN - COMM. ECRITE PERFECTION.
50176872,GEN - COMMUNICATION DIFFICILE
50176874,GEN - GESTION DE CONFLIT
50176876,GEN - RELATION AUX AUTRES
50176878,GEN - ACHATS FONDAMENTAUX
50176880,GEN - CONTRACTUALISATION ACHAT
50176882,GEN - ACHATS-PROPRIETE INTELL
50176884,GEN - AUTRES APP INFORMATIQUES
50176886,GEN - GESTION DES STOCKS
50176888,GEN - NORMES IFRS
50176890,GEN - FISCALITE
50176892,GEN - COMPTABILITE
50176894,GEN - PREVENTION DES FRAUDES
50176896,GEN - ECONOMIE PETROLIERE
50176898,GEN - CREDIT RISQUES CLIENTS
50176901,GEN - AUDIT CONTROLE INTERNE
50176903,GEN - ANALYSE FINANCIERE
50176905,GEN - CONTROLE DE GESTION
50176907,GEN - FONDAMENTAUX MARKETING
50176909,GEN - NEGOCIATION COMMERCIALE
50176911,GEN - RELATIONS CLIENTS
50176913,GEN - PAIE CHARGES SOCIALES
50176915,GEN - REMUNERATION COMP&BEN
50176917,GEN - DROIT DU TRAVAIL
50176919,GEN - FORMATION
50176921,GEN - RECRUTEMENT ET EMPLOI
50176923,GEN - RELATIONS SOCIALES
50176925,GEN - MOBILITE & GESTION CARRIERE
50176927,GEN - RETRAITE PREVOYANCE PROTEC SOC
50176929,GEN - ITIL
50176931,GEN - GESTION DE PROJET MOA
50176933,GEN - SAP ADMINISTRATION
50176935,GEN - SAP TECHNIQUE
50176937,GEN - SAP INTÉGRATION INFO BW
50176939,GEN - SAP FINANCE COMPTA
50176941,GEN - SAP BO
50176943,GEN - PILOTAGE ET VEILLE DU SI
50176945,GEN - SHAREPOINT ADMIN
50176947,GEN - SÉCURITÉ INFORMATIQUE
50176949,GEN - WEB XML/WEB SERVICES
50176951,GEN - GÉNÉRALITÉS INFORMATIQUE
50176953,GEN - WEB / INTRANET
50176955,GEN - INTERNET
50176957,GEN - SHAREPOINT CONCEPT. SITE
50176959,GEN - EXCEL
50176961,GEN - AUTRES LOGICIELS BUREAUTIQUE
50176963,GEN - WORD
50176965,GEN - POWERPOINT
50176967,GEN - TRAITEMENT IMAGE
50176969,GEN - BUSINESS OBJECTS
50176971,GEN - APPLICATION LOGICIEL ERP
50176973,GEN - SANTE RISQUES PSYCHO-SOC
50176975,GEN - METIER FONDAMENTAUX RH
50176977,GEN - GENERALITE COMMUNICATION
50176979,GEN - WEB MULTIMEDIA
50176981,GEN - REDACTION/EDITION
50176983,GEN - MEDIAS / REPRESENTATION
50176985,GEN - METIER & FONDAMENTAUX COMMUNIC.
50176987,GEN - RISQUES TRANSPORT CONDUITE
50176989,GEN - FACTEURS HUMAINS ORGA.
50176991,GEN - ANAL. CYCLE VIE - ECOCO.
50176993,GEN - SOCIETAL
50176995,GEN - DEVELOPPEMENT DURABLE ET SOCIETAL
50176997,GEN - ENVIRONNEMENT - ANTIPOLLUTION
50176999,GEN - GENERALITES HSEQ ET SENSIBILIS
50177001,GEN - MANAG. EXERCICES CRISE
50177003,GEN - RISQUES MAJEURS ICPE
50177005,GEN - REGLEMENTATION TRANSPORT
50177007,GEN - HYGIENE INDUSTRIELLE
50177009,GEN - MEDECINE DU TRAVAIL
50177011,GEN - RISQUES PSYCHO-SOCIAUX
50177013,GEN - VEILLE ET RECHERCHE DOC
50177015,GEN - GESTION DE DOCUMENT
50177017,GEN - DROIT DE LA CONCURRENCE
50177019,GEN - DRT SOCIETES
50177021,GEN - FINANCE
50177023,GEN - DROIT DES CONTRATS
50177025,GEN - TECHNO. DE L'INFORMATION
50177027,GEN - PROPRIETE INTELLECTUELLE
50177029,GEN - HYG. SECU. ENVIRONNEMENT
50177031,GEN - ELECTRICITE SOLAIRE
50177033,GEN - ELECTRICITE AUTRE
50177035,GEN - SENSIBILISATIONS HSEQ
50177037,GEN - ANALYSE DES COUTS
50177039,GEN - AUTRES NOUV. ENERGIES
50177041,GEN - ACHATS DE SERVICE
50177043,GEN - SECURITE PRODUITS
50177045,GEN - CHSCT
50177047,GEN - MANAGEMENT JURIDIQUE
50177049,GEN - THERMOCHIMIE
50177051,GEN - ACROBAT
50177053,ANTI  ANALYS TRAIT CONFLIT QUO
50177055,GESTION DOCUMENTAIRE WEB
50177057,GEN - GESTION TRESORERIE
50177059,GEN - RISQUE CHANGE
50177061,GEN - SQL SERVEUR ADMINISTRAT.
50177063,GEN - WINDOWS
50177065,GEN  - RÉSEAUX ET TELECOMS
50177067,"GEN - PROGICIELS, ERP ET BI"
50177069,GEN - ADMINISTRATION SERVEUR
50177071,GEN - COMMUNICATION DE CRISE
50177073,GEN - QUALITE
50177075,GEN - SURETE DES INFORMATIONS
50177077,GEN - MANAGEMENT A DISTANCE
50177079,GEN-DIGITAL
50177081,GEN - MARCHES FINANCIERS
50177083,GEN - SENSIBILISATION HANDICAP
50177085,GEN - FONDAMENTAUX VOIX
50177087,GEN - CONDUITE DE REUNION
50177089,BASIC OFFSHORE SAFETY INDUCTIO
50177091,GEN - ADMINISTRATION WINDOWS
50177093,GEN - SYSTEMES MANAGEMENT HSEQ
50177095,GEN - FORMULATION
50177097,GEN - LEADERSHIP - CONFIRME
50177099,GEN - RISQUES AU POSTE TRAVAIL
50177101,RECYCLAGE SST
50177103,PREV INTERV SECURITE/INCENDIE
50177105,SAUVETAGE SECOURISTE TRAVAIL
50177107,RECYCLAGE AUX PREMIERS SECOURS
50177109,BILAN DE COMPETENCES
50177111,RECY HABILITATION ELECTRIQUE
50177113,ACTUALISATION RETRAITE
50177115,EVALUAT DES POSTES PRATIQ HAY
50177117,RESEAUX TCP/IP
50177119,LA LUTTE ANTIBLANCHIMENT
50177121,TRANSPORT MATIERES DANGEREUSES
50177123,FONCTION CONFORMITE
50177125,ETABLIR CARTOGRAPHIE RISQUES
50177127,METHODOLOGIE GESTION PROJET
50177129,ITIL V3 SERVICE MANAGER BRIDGE
50177131,FORMATION ADA MANAGER
50177133,CISCO  LAN FONDAMENTAL
50177135,RECYCLAGE CHSCT SEVESO
50177137,MARKETING DE SOI AU FEMININ
50177139,TVA COMPTABILITES CLIENT
50177141,GENERAL MANAGEMENT PROGRAM
50177143,GEN - DYNAMIQUE DE CARRIERE
50177145,ACHATS DURABLES
50177147,GEN - INTEGRATION METIER COMM
50177149,GEN - EVENEMENT/REL. PUBLIQUES
50177151,GEN - PROCES. DEMARCHE PROGRES
50177153,GEN - SURETE DES PERSONNES
50177155,GEN - OUTILS DOCUMENTAIRES
50177157,GEN - IMMOBILIER
50177159,BASES ELECTRICITE
50177161,HELICOPTER UNDERWATER ESCAPE
50177163,TECHNIQUES EXPLORATION PRODUC
50177165,GEN - CONDUITE DE PROJET
50177167,GEN - CONDUITE DU CHANGEMENT
50177169,GEN - MANAG. D'EQUIPE FONDAME.
50177171,GEN - MANAG. D'EQUIPE PERFECT.
50177173,GEN - DELEGATION
50177175,GEN - MANAG. CAS PARTICULIERS
50177177,GEN - LEADERSHIP - JUNIOR
50177179,GEN - AFFIRMATION DE SOI
50177181,GEN - GESTION DU STRESS
50177183,GEN - GESTION DES EMOTIONS
50177185,GEN - FORMATIONS DIPLOM QUALIF CERTIF
50177187,GEN - EFFICACITE PROFESSIONN.
50177189,GEN - ASSISTANAT / SECRETARIAT
50177191,PREPARATION AU DEPART A LA RETRAITE
